farmer_id,district,state,crop,N_applied_kg_per_ha
698,Gadag,Karnataka,Wheat,80
699,Gadag,Karnataka,Wheat,120
700,Gadag,Karnataka,Wheat,70
701,Gadag,Karnataka,Wheat,140
702,Gadag,Karnataka,Wheat,110
703,Gadag,Karnataka,Wheat,110
704,Gadag,Karnataka,Wheat,100
705,Gadag,Karnataka,Wheat,120
706,Gadag,Karnataka,Wheat,100
707,Gadag,Karnataka,Wheat,150
708,Gadag,Karnataka,Wheat,120
709,Gadag,Karnataka,Wheat,110
710,Gadag,Karnataka,Wheat,120
711,Gadag,Karnataka,Wheat,140
712,Gadag,Karnataka,Wheat,150
713,Gadag,Karnataka,Wheat,140
714,Gadag,Karnataka,Wheat,140
715,Gadag,Karnataka,Wheat,100
716,Gadag,Karnataka,Wheat,80
717,Gadag,Karnataka,Wheat,150
718,Gadag,Karnataka,Wheat,140
719,Gadag,Karnataka,Wheat,120
720,Gadag,Karnataka,Wheat,60
721,Gadag,Karnataka,Wheat,100
722,Gadag,Karnataka,Wheat,70
723,Gadag,Karnataka,Wheat,120
724,Gadag,Karnataka,Wheat,120
725,Gadag,Karnataka,Wheat,110
726,Gadag,Karnataka,Wheat,100
727,Gadag,Karnataka,Wheat,60
728,Gadag,Karnataka,Wheat,80
729,Gadag,Karnataka,Wheat,160
730,Gadag,Karnataka,Wheat,110
731,Gadag,Karnataka,Wheat,150
732,Gadag,Karnataka,Wheat,80
733,Gadag,Karnataka,Wheat,140
734,Gadag,Karnataka,Wheat,140
735,Gadag,Karnataka,Wheat,110
736,Gadag,Karnataka,Wheat,140
737,Gadag,Karnataka,Wheat,140
738,Gadag,Karnataka,Wheat,110
739,Gadag,Karnataka,Wheat,100
740,Gadag,Karnataka,Wheat,100
741,Gadag,Karnataka,Wheat,110
742,Gadag,Karnataka,Wheat,160
743,Gadag,Karnataka,Wheat,150
744,Gadag,Karnataka,Wheat,100
745,Gadag,Karnataka,Wheat,160
746,Gadag,Karnataka,Wheat,110
747,Gadag,Karnataka,Wheat,160
748,Gadag,Karnataka,Wheat,140
749,Gadag,Karnataka,Wheat,150
750,Gadag,Karnataka,Wheat,110
751,Gadag,Karnataka,Wheat,110
752,Gadag,Karnataka,Wheat,60
753,Gadag,Karnataka,Wheat,100
754,Gadag,Karnataka,Wheat,100
755,Gadag,Karnataka,Wheat,70
756,Gadag,Karnataka,Wheat,100
757,Gadag,Karnataka,Wheat,120
758,Gadag,Karnataka,Wheat,140
759,Gadag,Karnataka,Wheat,70
760,Gadag,Karnataka,Wheat,110
761,Gadag,Karnataka,Wheat,120
762,Gadag,Karnataka,Wheat,120
763,Gadag,Karnataka,Wheat,100
764,Gadag,Karnataka,Wheat,140
765,Gadag,Karnataka,Wheat,70
766,Gadag,Karnataka,Wheat,100
767,Gadag,Karnataka,Wheat,100
768,Gadag,Karnataka,Wheat,120
769,Gadag,Karnataka,Wheat,110
770,Gadag,Karnataka,Wheat,100
771,Gadag,Karnataka,Wheat,110
772,Gadag,Karnataka,Wheat,110
773,Gadag,Karnataka,Wheat,100
774,Gadag,Karnataka,Wheat,100
775,Gadag,Karnataka,Wheat,150
776,Gadag,Karnataka,Wheat,110
777,Gadag,Karnataka,Wheat,150
778,Gadag,Karnataka,Wheat,110
779,Gadag,Karnataka,Wheat,150
780,Gadag,Karnataka,Wheat,60
781,Gadag,Karnataka,Wheat,140
782,Gadag,Karnataka,Wheat,110
783,Gadag,Karnataka,Wheat,100
784,Gadag,Karnataka,Wheat,60
785,Gadag,Karnataka,Wheat,110
786,Gadag,Karnataka,Wheat,110
787,Gadag,Karnataka,Wheat,120
788,Gadag,Karnataka,Wheat,70
789,Gadag,Karnataka,Wheat,150
790,Gadag,Karnataka,Wheat,120
791,Gadag,Karnataka,Wheat,110
792,Gadag,Karnataka,Wheat,110
793,Gadag,Karnataka,Wheat,80
794,Gadag,Karnataka,Wheat,100
795,Gadag,Karnataka,Wheat,150
796,Gadag,Karnataka,Wheat,110
797,Gadag,Karnataka,Wheat,100
798,Gadag,Karnataka,Wheat,160
799,Gadag,Karnataka,Wheat,70
800,Gadag,Karnataka,Wheat,80
801,Gadag,Karnataka,Wheat,100
802,Gadag,Karnataka,Wheat,110
803,Gadag,Karnataka,Wheat,100
804,Gadag,Karnataka,Wheat,80
805,Gadag,Karnataka,Wheat,120
806,Gadag,Karnataka,Wheat,110
807,Gadag,Karnataka,Wheat,150
808,Gadag,Karnataka,Wheat,100
809,Gadag,Karnataka,Wheat,110
810,Gadag,Karnataka,Wheat,150
811,Gadag,Karnataka,Wheat,140
812,Gadag,Karnataka,Wheat,100
813,Gadag,Karnataka,Wheat,110
814,Gadag,Karnataka,Wheat,110
815,Gadag,Karnataka,Wheat,120
816,Gadag,Karnataka,Wheat,110
817,Gadag,Karnataka,Wheat,120
818,Gadag,Karnataka,Wheat,100
819,Gadag,Karnataka,Wheat,120
820,Gadag,Karnataka,Wheat,150
821,Gadag,Karnataka,Wheat,70
822,Gadag,Karnataka,Wheat,160
823,Gadag,Karnataka,Wheat,110
824,Gadag,Karnataka,Wheat,110
825,Gadag,Karnataka,Wheat,60
826,Gadag,Karnataka,Wheat,120
827,Gadag,Karnataka,Wheat,110
828,Gadag,Karnataka,Wheat,60
829,Gadag,Karnataka,Wheat,100
830,Gadag,Karnataka,Wheat,120
831,Gadag,Karnataka,Wheat,120
832,Gadag,Karnataka,Wheat,100
833,Gadag,Karnataka,Wheat,120
834,Gadag,Karnataka,Wheat,120
835,Gadag,Karnataka,Wheat,110
836,Gadag,Karnataka,Wheat,110
837,Gadag,Karnataka,Wheat,60
838,Gadag,Karnataka,Wheat,120
839,Gadag,Karnataka,Wheat,140
840,Gadag,Karnataka,Wheat,60
841,Gadag,Karnataka,Wheat,120
842,Gadag,Karnataka,Wheat,100
843,Gadag,Karnataka,Wheat,160
844,Gadag,Karnataka,Wheat,160
845,Gadag,Karnataka,Wheat,70
846,Gadag,Karnataka,Wheat,140
847,Gadag,Karnataka,Wheat,110
848,Gadag,Karnataka,Wheat,80
849,Gadag,Karnataka,Wheat,100
850,Gadag,Karnataka,Wheat,140
851,Gadag,Karnataka,Wheat,80
852,Gadag,Karnataka,Wheat,70
853,Gadag,Karnataka,Wheat,110
854,Gadag,Karnataka,Wheat,160
855,Gadag,Karnataka,Wheat,60
856,Gadag,Karnataka,Wheat,100
857,Gadag,Karnataka,Wheat,120
858,Gadag,Karnataka,Wheat,120
859,Gadag,Karnataka,Wheat,120
860,Gadag,Karnataka,Wheat,60
861,Gadag,Karnataka,Wheat,70
862,Gadag,Karnataka,Wheat,120
863,Gadag,Karnataka,Wheat,60
864,Gadag,Karnataka,Wheat,60
865,Gadag,Karnataka,Wheat,100
866,Gadag,Karnataka,Wheat,160
867,Gadag,Karnataka,Wheat,120
868,Gadag,Karnataka,Wheat,160
869,Gadag,Karnataka,Wheat,110
870,Gadag,Karnataka,Wheat,110
871,Gadag,Karnataka,Wheat,140
872,Gadag,Karnataka,Wheat,60
873,Gadag,Karnataka,Wheat,100
874,Gadag,Karnataka,Wheat,120
875,Gadag,Karnataka,Wheat,100
876,Gadag,Karnataka,Wheat,100
877,Gadag,Karnataka,Wheat,70
878,Gadag,Karnataka,Wheat,150
879,Gadag,Karnataka,Wheat,100
880,Gadag,Karnataka,Wheat,100
881,Gadag,Karnataka,Wheat,140
882,Gadag,Karnataka,Wheat,120
883,Gadag,Karnataka,Wheat,140
884,Gadag,Karnataka,Wheat,150
885,Gadag,Karnataka,Wheat,110
886,Gadag,Karnataka,Wheat,140
887,Gadag,Karnataka,Wheat,100
888,Gadag,Karnataka,Wheat,150
889,Gadag,Karnataka,Wheat,100
890,Gadag,Karnataka,Wheat,100
891,Gadag,Karnataka,Wheat,120
892,Gadag,Karnataka,Wheat,120
893,Gadag,Karnataka,Wheat,100
894,Gadag,Karnataka,Wheat,100
895,Gadag,Karnataka,Wheat,110
896,Gadag,Karnataka,Wheat,80
897,Gadag,Karnataka,Wheat,70
898,Gadag,Karnataka,Wheat,110
899,Gadag,Karnataka,Wheat,100
900,Gadag,Karnataka,Wheat,150
901,Gadag,Karnataka,Wheat,100
902,Gadag,Karnataka,Wheat,140
903,Gadag,Karnataka,Wheat,110
904,Gadag,Karnataka,Wheat,120
905,Gadag,Karnataka,Wheat,120
906,Gadag,Karnataka,Wheat,120
907,Gadag,Karnataka,Wheat,150
908,Gadag,Karnataka,Wheat,120
909,Gadag,Karnataka,Wheat,80
910,Gadag,Karnataka,Wheat,120
911,Gadag,Karnataka,Wheat,80
912,Gadag,Karnataka,Wheat,120
913,Gadag,Karnataka,Wheat,100
914,Gadag,Karnataka,Wheat,120
915,Gadag,Karnataka,Wheat,60
916,Gadag,Karnataka,Wheat,100
917,Gadag,Karnataka,Wheat,120
918,Gadag,Karnataka,Wheat,160
919,Gadag,Karnataka,Wheat,110
920,Gadag,Karnataka,Wheat,110
921,Gadag,Karnataka,Wheat,100
922,Gadag,Karnataka,Wheat,100
923,Gadag,Karnataka,Wheat,120
924,Gadag,Karnataka,Wheat,110
925,Gadag,Karnataka,Wheat,160
926,Gadag,Karnataka,Wheat,100
927,Gadag,Karnataka,Wheat,110
928,Gadag,Karnataka,Wheat,150
929,Gadag,Karnataka,Wheat,140
930,Gadag,Karnataka,Wheat,100
931,Gadag,Karnataka,Wheat,120
932,Gadag,Karnataka,Wheat,70
933,Gadag,Karnataka,Wheat,150
934,Gadag,Karnataka,Wheat,110
935,Gadag,Karnataka,Wheat,110
936,Gadag,Karnataka,Wheat,60
937,Gadag,Karnataka,Wheat,140
938,Gadag,Karnataka,Wheat,100
939,Gadag,Karnataka,Wheat,120
940,Gadag,Karnataka,Wheat,160
941,Gadag,Karnataka,Wheat,110
942,Gadag,Karnataka,Wheat,150
943,Gadag,Karnataka,Wheat,110
944,Gadag,Karnataka,Wheat,60
945,Gadag,Karnataka,Wheat,110
946,Gadag,Karnataka,Wheat,100
947,Gadag,Karnataka,Wheat,60
948,Gadag,Karnataka,Wheat,120
949,Gadag,Karnataka,Wheat,110
950,Gadag,Karnataka,Wheat,100
951,Gadag,Karnataka,Wheat,110
952,Gadag,Karnataka,Wheat,80
953,Gadag,Karnataka,Wheat,110
954,Gadag,Karnataka,Wheat,110
955,Gadag,Karnataka,Wheat,100
956,Gadag,Karnataka,Wheat,120
957,Gadag,Karnataka,Wheat,110
958,Gadag,Karnataka,Wheat,70
959,Gadag,Karnataka,Wheat,120
960,Gadag,Karnataka,Wheat,140
961,Gadag,Karnataka,Wheat,160
962,Gadag,Karnataka,Wheat,100
963,Gadag,Karnataka,Wheat,100
964,Gadag,Karnataka,Wheat,100
965,Gadag,Karnataka,Wheat,110
966,Gadag,Karnataka,Wheat,120
967,Gadag,Karnataka,Wheat,110
968,Gadag,Karnataka,Wheat,120
969,Gadag,Karnataka,Wheat,100
970,Gadag,Karnataka,Wheat,110
971,Gadag,Karnataka,Wheat,120
972,Gadag,Karnataka,Wheat,110
973,Gadag,Karnataka,Wheat,110
974,Gadag,Karnataka,Wheat,110
975,Gadag,Karnataka,Wheat,100
976,Gadag,Karnataka,Wheat,80
977,Gadag,Karnataka,Wheat,160
978,Gadag,Karnataka,Wheat,110
979,Gadag,Karnataka,Wheat,120
980,Gadag,Karnataka,Wheat,140
981,Gadag,Karnataka,Wheat,120
982,Gadag,Karnataka,Wheat,140
983,Gadag,Karnataka,Wheat,80
984,Gadag,Karnataka,Wheat,60
985,Gadag,Karnataka,Wheat,100
986,Gadag,Karnataka,Wheat,140
987,Gadag,Karnataka,Wheat,70
988,Gadag,Karnataka,Wheat,80
989,Gadag,Karnataka,Wheat,140
990,Gadag,Karnataka,Wheat,150
991,Gadag,Karnataka,Wheat,60
992,Gadag,Karnataka,Wheat,60
993,Gadag,Karnataka,Wheat,100
994,Gadag,Karnataka,Wheat,100
995,Gadag,Karnataka,Wheat,100
996,Gadag,Karnataka,Wheat,120
997,Gadag,Karnataka,Wheat,150
998,Gadag,Karnataka,Wheat,110
999,Gadag,Karnataka,Wheat,120
1000,Gadag,Karnataka,Wheat,160
1001,Gadag,Karnataka,Wheat,140
1002,Gadag,Karnataka,Wheat,120
1003,Gadag,Karnataka,Wheat,110
1004,Gadag,Karnataka,Wheat,160
1005,Gadag,Karnataka,Wheat,110
1006,Gadag,Karnataka,Wheat,150
1007,Gadag,Karnataka,Wheat,80
1008,Gadag,Karnataka,Wheat,100
1009,Gadag,Karnataka,Wheat,120
1010,Gadag,Karnataka,Wheat,70
1011,Gadag,Karnataka,Wheat,110
1012,Gadag,Karnataka,Wheat,150
1013,Gadag,Karnataka,Wheat,140
1014,Gadag,Karnataka,Wheat,100
1015,Gadag,Karnataka,Wheat,150
1016,Gadag,Karnataka,Wheat,70
1017,Gadag,Karnataka,Wheat,160
1018,Gadag,Karnataka,Wheat,150
1019,Gadag,Karnataka,Wheat,60
1020,Gadag,Karnataka,Wheat,60
1021,Gadag,Karnataka,Wheat,60
1022,Gadag,Karnataka,Wheat,100
1023,Gadag,Karnataka,Wheat,100
1024,Gadag,Karnataka,Wheat,150
1025,Gadag,Karnataka,Wheat,120
1026,Gadag,Karnataka,Wheat,100
1027,Gadag,Karnataka,Wheat,70
1028,Gadag,Karnataka,Wheat,120
1029,Gadag,Karnataka,Wheat,100
1030,Gadag,Karnataka,Wheat,150
1031,Gadag,Karnataka,Wheat,110
1032,Gadag,Karnataka,Wheat,140
1033,Gadag,Karnataka,Wheat,120
1034,Gadag,Karnataka,Wheat,160
1035,Gadag,Karnataka,Wheat,60
1036,Gadag,Karnataka,Wheat,70
1037,Gadag,Karnataka,Wheat,120
1038,Gadag,Karnataka,Wheat,100
1039,Gadag,Karnataka,Wheat,120
1040,Gadag,Karnataka,Wheat,100
1041,Gadag,Karnataka,Wheat,100
1042,Gadag,Karnataka,Wheat,110
1043,Gadag,Karnataka,Wheat,120
1044,Gadag,Karnataka,Wheat,160
1045,Gadag,Karnataka,Wheat,100
1046,Gadag,Karnataka,Wheat,120
1047,Gadag,Karnataka,Wheat,110
1048,Gadag,Karnataka,Wheat,60
1049,Gadag,Karnataka,Wheat,150
1050,Gadag,Karnataka,Wheat,110
1051,Gadag,Karnataka,Wheat,110
1052,Gadag,Karnataka,Wheat,140
1053,Gadag,Karnataka,Wheat,150
1054,Gadag,Karnataka,Wheat,60
1055,Gadag,Karnataka,Wheat,100
1056,Gadag,Karnataka,Wheat,140
1057,Gadag,Karnataka,Wheat,150
1058,Gadag,Karnataka,Wheat,60
1059,Gadag,Karnataka,Wheat,80
1060,Gadag,Karnataka,Wheat,120
1061,Gadag,Karnataka,Wheat,70
1062,Gadag,Karnataka,Wheat,70
1063,Gadag,Karnataka,Wheat,100
1064,Gadag,Karnataka,Wheat,100
1065,Gadag,Karnataka,Wheat,100
1066,Gadag,Karnataka,Wheat,140
1067,Gadag,Karnataka,Wheat,140
1068,Gadag,Karnataka,Wheat,100
1069,Gadag,Karnataka,Wheat,100
1070,Gadag,Karnataka,Wheat,110
1071,Gadag,Karnataka,Wheat,60
1072,Gadag,Karnataka,Wheat,160
1073,Gadag,Karnataka,Wheat,120
1074,Gadag,Karnataka,Wheat,100
1075,Gadag,Karnataka,Wheat,120
1076,Gadag,Karnataka,Wheat,120
1077,Gadag,Karnataka,Wheat,60
1078,Gadag,Karnataka,Wheat,100
1079,Gadag,Karnataka,Wheat,80
1080,Gadag,Karnataka,Wheat,100
1081,Gadag,Karnataka,Wheat,160
1082,Gadag,Karnataka,Wheat,60
1083,Gadag,Karnataka,Wheat,110
1084,Gadag,Karnataka,Wheat,120
1085,Gadag,Karnataka,Wheat,160
1086,Gadag,Karnataka,Wheat,120
1087,Gadag,Karnataka,Wheat,60
1088,Gadag,Karnataka,Wheat,110
1089,Gadag,Karnataka,Wheat,150
1090,Gadag,Karnataka,Wheat,60
1091,Gadag,Karnataka,Wheat,100
1092,Gadag,Karnataka,Wheat,160
1093,Gadag,Karnataka,Wheat,100
1094,Gadag,Karnataka,Wheat,110
1095,Gadag,Karnataka,Wheat,60
1096,Gadag,Karnataka,Wheat,110
1097,Gadag,Karnataka,Wheat,150
1098,Gadag,Karnataka,Wheat,160
1099,Gadag,Karnataka,Wheat,150
1100,Gadag,Karnataka,Wheat,120
1101,Gadag,Karnataka,Wheat,110
1102,Gadag,Karnataka,Wheat,80
1103,Gadag,Karnataka,Wheat,70
1104,Gadag,Karnataka,Wheat,100
1105,Gadag,Karnataka,Wheat,110
1106,Gadag,Karnataka,Wheat,100
1107,Gadag,Karnataka,Wheat,70
1108,Gadag,Karnataka,Wheat,160
1109,Gadag,Karnataka,Wheat,140
1110,Gadag,Karnataka,Wheat,110
1111,Gadag,Karnataka,Wheat,140
1112,Gadag,Karnataka,Wheat,120
1113,Gadag,Karnataka,Wheat,100
1114,Gadag,Karnataka,Wheat,110
1115,Gadag,Karnataka,Wheat,150
1116,Gadag,Karnataka,Wheat,160
1117,Gadag,Karnataka,Wheat,110
1118,Gadag,Karnataka,Wheat,150
1119,Gadag,Karnataka,Wheat,100
1120,Gadag,Karnataka,Wheat,60
1121,Gadag,Karnataka,Wheat,120
1122,Gadag,Karnataka,Wheat,160
1123,Gadag,Karnataka,Wheat,100
1124,Gadag,Karnataka,Wheat,100
1125,Gadag,Karnataka,Wheat,120
1126,Gadag,Karnataka,Wheat,120
1127,Gadag,Karnataka,Wheat,70
1128,Gadag,Karnataka,Wheat,160
1129,Gadag,Karnataka,Wheat,140
1130,Gadag,Karnataka,Wheat,70
1131,Gadag,Karnataka,Wheat,100
1132,Gadag,Karnataka,Wheat,120
1133,Gadag,Karnataka,Wheat,160
1134,Gadag,Karnataka,Wheat,110
1135,Gadag,Karnataka,Wheat,100
1136,Gadag,Karnataka,Wheat,110
1137,Gadag,Karnataka,Wheat,120
1138,Gadag,Karnataka,Wheat,100
1139,Gadag,Karnataka,Wheat,110
1140,Gadag,Karnataka,Wheat,150
1141,Gadag,Karnataka,Wheat,60
1142,Gadag,Karnataka,Wheat,60
1143,Gadag,Karnataka,Wheat,140
1144,Gadag,Karnataka,Wheat,120
1145,Gadag,Karnataka,Wheat,150
1146,Gadag,Karnataka,Wheat,140
1147,Gadag,Karnataka,Wheat,80
1148,Gadag,Karnataka,Wheat,110
1149,Gadag,Karnataka,Wheat,160
1150,Gadag,Karnataka,Wheat,70
1151,Gadag,Karnataka,Wheat,120
1152,Gadag,Karnataka,Wheat,70
1153,Gadag,Karnataka,Wheat,60
1154,Gadag,Karnataka,Wheat,100
1155,Gadag,Karnataka,Wheat,100
1156,Gadag,Karnataka,Wheat,100
1157,Gadag,Karnataka,Wheat,120
1158,Gadag,Karnataka,Wheat,110
1159,Gadag,Karnataka,Wheat,110
1160,Gadag,Karnataka,Wheat,160
1161,Gadag,Karnataka,Wheat,80
1162,Gadag,Karnataka,Wheat,110
1163,Gadag,Karnataka,Wheat,60
1164,Gadag,Karnataka,Wheat,110
1165,Gadag,Karnataka,Wheat,120
1166,Gadag,Karnataka,Wheat,160
1167,Gadag,Karnataka,Wheat,110
1168,Gadag,Karnataka,Wheat,120
1169,Gadag,Karnataka,Wheat,120
1170,Gadag,Karnataka,Wheat,120
1171,Gadag,Karnataka,Wheat,160
1172,Gadag,Karnataka,Wheat,150
1173,Gadag,Karnataka,Wheat,100
1174,Gadag,Karnataka,Wheat,120
1175,Gadag,Karnataka,Wheat,70
1176,Gadag,Karnataka,Wheat,160
1177,Gadag,Karnataka,Wheat,110
1178,Gadag,Karnataka,Wheat,100
1179,Gadag,Karnataka,Wheat,110
1180,Gadag,Karnataka,Wheat,100
1181,Gadag,Karnataka,Wheat,110
1182,Gadag,Karnataka,Wheat,140
1183,Gadag,Karnataka,Wheat,120
1184,Gadag,Karnataka,Wheat,100
1185,Gadag,Karnataka,Wheat,80
1186,Gadag,Karnataka,Wheat,120
1187,Gadag,Karnataka,Wheat,100
1188,Gadag,Karnataka,Wheat,100
1189,Gadag,Karnataka,Wheat,100
1190,Gadag,Karnataka,Wheat,110
1191,Gadag,Karnataka,Wheat,80
1192,Gadag,Karnataka,Wheat,160
1193,Gadag,Karnataka,Wheat,100
1194,Gadag,Karnataka,Wheat,60
1195,Gadag,Karnataka,Wheat,60
1196,Gadag,Karnataka,Wheat,140
1197,Gadag,Karnataka,Wheat,150
1198,Gadag,Karnataka,Wheat,110
1199,Gadag,Karnataka,Wheat,120
1200,Gadag,Karnataka,Wheat,110
1201,Gadag,Karnataka,Wheat,110
1202,Gadag,Karnataka,Wheat,100
1203,Gadag,Karnataka,Wheat,140
1204,Gadag,Karnataka,Wheat,120
1205,Gadag,Karnataka,Wheat,70
1206,Gadag,Karnataka,Wheat,100
1207,Gadag,Karnataka,Wheat,100
1208,Gadag,Karnataka,Wheat,150
1209,Gadag,Karnataka,Wheat,150
1210,Gadag,Karnataka,Wheat,120
1211,Gadag,Karnataka,Wheat,160
1212,Gadag,Karnataka,Wheat,140
1213,Gadag,Karnataka,Wheat,70
1214,Gadag,Karnataka,Wheat,110
1215,Gadag,Karnataka,Wheat,140
1216,Gadag,Karnataka,Wheat,110
1217,Gadag,Karnataka,Wheat,60
1218,Gadag,Karnataka,Wheat,100
1219,Gadag,Karnataka,Wheat,140
1220,Gadag,Karnataka,Wheat,60
1221,Gadag,Karnataka,Wheat,80
1222,Gadag,Karnataka,Wheat,120
1223,Gadag,Karnataka,Wheat,100
1224,Gadag,Karnataka,Wheat,100
1225,Gadag,Karnataka,Wheat,110
1226,Gadag,Karnataka,Wheat,120
1227,Gadag,Karnataka,Wheat,100
1228,Gadag,Karnataka,Wheat,110
1229,Gadag,Karnataka,Wheat,100
1230,Gadag,Karnataka,Wheat,100
1231,Gadag,Karnataka,Wheat,140
1232,Gadag,Karnataka,Wheat,110
1233,Gadag,Karnataka,Wheat,160
1234,Gadag,Karnataka,Wheat,110
1235,Gadag,Karnataka,Wheat,120
1236,Gadag,Karnataka,Wheat,120
1237,Gadag,Karnataka,Wheat,120
1238,Gadag,Karnataka,Wheat,160
1239,Gadag,Karnataka,Wheat,150
1240,Gadag,Karnataka,Wheat,110
1241,Gadag,Karnataka,Wheat,160
1242,Gadag,Karnataka,Wheat,100
1243,Gadag,Karnataka,Wheat,110
1244,Gadag,Karnataka,Wheat,100
1245,Gadag,Karnataka,Wheat,110
1246,Gadag,Karnataka,Wheat,110
1247,Gadag,Karnataka,Wheat,70
1248,Gadag,Karnataka,Wheat,100
1249,Gadag,Karnataka,Wheat,120
1250,Gadag,Karnataka,Wheat,80
1251,Gadag,Karnataka,Wheat,150
1252,Gadag,Karnataka,Wheat,60
1253,Gadag,Karnataka,Wheat,150
1254,Gadag,Karnataka,Wheat,60
1255,Gadag,Karnataka,Wheat,100
1256,Gadag,Karnataka,Wheat,100
1257,Gadag,Karnataka,Wheat,110
1258,Gadag,Karnataka,Wheat,110
1259,Gadag,Karnataka,Wheat,110
1260,Gadag,Karnataka,Wheat,160
1261,Gadag,Karnataka,Wheat,100
1262,Gadag,Karnataka,Wheat,150
1263,Gadag,Karnataka,Wheat,70
1264,Gadag,Karnataka,Wheat,60
1265,Gadag,Karnataka,Wheat,60
1266,Gadag,Karnataka,Wheat,120
1267,Gadag,Karnataka,Wheat,110
1268,Gadag,Karnataka,Wheat,110
1269,Gadag,Karnataka,Wheat,140
1270,Gadag,Karnataka,Wheat,150
1271,Gadag,Karnataka,Wheat,100
1272,Gadag,Karnataka,Wheat,120
1273,Gadag,Karnataka,Wheat,70
1274,Gadag,Karnataka,Wheat,110
1275,Gadag,Karnataka,Wheat,160
1276,Gadag,Karnataka,Wheat,80
1277,Gadag,Karnataka,Wheat,120
1278,Gadag,Karnataka,Wheat,100
1279,Gadag,Karnataka,Wheat,150
1280,Gadag,Karnataka,Wheat,60
1281,Gadag,Karnataka,Wheat,140
1282,Gadag,Karnataka,Wheat,110
1283,Gadag,Karnataka,Wheat,120
1284,Gadag,Karnataka,Wheat,140
1285,Gadag,Karnataka,Wheat,120
1286,Gadag,Karnataka,Wheat,100
1287,Gadag,Karnataka,Wheat,110
1288,Gadag,Karnataka,Wheat,150
1289,Gadag,Karnataka,Wheat,60
1290,Gadag,Karnataka,Wheat,70
1291,Gadag,Karnataka,Wheat,60
1292,Gadag,Karnataka,Wheat,110
1293,Gadag,Karnataka,Wheat,120
1294,Gadag,Karnataka,Wheat,80
1295,Gadag,Karnataka,Wheat,110
1296,Gadag,Karnataka,Wheat,120
1297,Gadag,Karnataka,Wheat,160
1298,Gadag,Karnataka,Wheat,100
1299,Gadag,Karnataka,Wheat,110
1300,Gadag,Karnataka,Wheat,120
1301,Gadag,Karnataka,Wheat,60
1302,Gadag,Karnataka,Wheat,100
1303,Gadag,Karnataka,Wheat,160
1304,Gadag,Karnataka,Wheat,80
1305,Gadag,Karnataka,Wheat,100
1306,Gadag,Karnataka,Wheat,120
1307,Gadag,Karnataka,Wheat,120
1308,Gadag,Karnataka,Wheat,140
1309,Gadag,Karnataka,Wheat,110
1310,Gadag,Karnataka,Wheat,140
1311,Gadag,Karnataka,Wheat,160
1312,Gadag,Karnataka,Wheat,80
1313,Gadag,Karnataka,Wheat,100
1314,Gadag,Karnataka,Wheat,160
1315,Gadag,Karnataka,Wheat,120
1316,Gadag,Karnataka,Wheat,110
1317,Gadag,Karnataka,Wheat,100
1318,Gadag,Karnataka,Wheat,120
1319,Gadag,Karnataka,Wheat,120
1320,Gadag,Karnataka,Wheat,60
1321,Gadag,Karnataka,Wheat,70
1322,Gadag,Karnataka,Wheat,160
1323,Gadag,Karnataka,Wheat,60
1324,Gadag,Karnataka,Wheat,120
1325,Gadag,Karnataka,Wheat,160
1326,Gadag,Karnataka,Wheat,140
1327,Gadag,Karnataka,Wheat,160
1328,Gadag,Karnataka,Wheat,120
1329,Gadag,Karnataka,Wheat,120
1330,Gadag,Karnataka,Wheat,150
1331,Gadag,Karnataka,Wheat,100
1332,Gadag,Karnataka,Wheat,100
1333,Gadag,Karnataka,Wheat,100
1334,Gadag,Karnataka,Wheat,100
1335,Gadag,Karnataka,Wheat,140
1336,Gadag,Karnataka,Wheat,120
1337,Gadag,Karnataka,Wheat,100
1338,Gadag,Karnataka,Wheat,70
1339,Gadag,Karnataka,Wheat,110
1340,Gadag,Karnataka,Wheat,120
1341,Gadag,Karnataka,Wheat,100
1342,Gadag,Karnataka,Wheat,150
1343,Gadag,Karnataka,Wheat,120
1344,Gadag,Karnataka,Wheat,150
1345,Gadag,Karnataka,Wheat,100
1346,Gadag,Karnataka,Wheat,60
1347,Gadag,Karnataka,Wheat,100
1348,Gadag,Karnataka,Wheat,100
1349,Gadag,Karnataka,Wheat,160
1350,Gadag,Karnataka,Wheat,140
1351,Gadag,Karnataka,Wheat,80
1352,Gadag,Karnataka,Wheat,110
1353,Gadag,Karnataka,Wheat,120
1354,Gadag,Karnataka,Wheat,80
1355,Gadag,Karnataka,Wheat,140
1356,Gadag,Karnataka,Wheat,60
1357,Gadag,Karnataka,Wheat,100
1358,Gadag,Karnataka,Wheat,120
1359,Gadag,Karnataka,Wheat,110
1360,Gadag,Karnataka,Wheat,160
1361,Gadag,Karnataka,Wheat,110
1362,Gadag,Karnataka,Wheat,120
1363,Gadag,Karnataka,Wheat,100
1364,Gadag,Karnataka,Wheat,110
1365,Gadag,Karnataka,Wheat,60
1366,Gadag,Karnataka,Wheat,60
1367,Gadag,Karnataka,Wheat,110
1368,Gadag,Karnataka,Wheat,160
1369,Gadag,Karnataka,Wheat,100
1370,Gadag,Karnataka,Wheat,100
1371,Gadag,Karnataka,Wheat,110
1372,Gadag,Karnataka,Wheat,100
1373,Gadag,Karnataka,Wheat,100
1374,Gadag,Karnataka,Wheat,110
1375,Gadag,Karnataka,Wheat,140
1376,Gadag,Karnataka,Wheat,120
