farmer_id,district,state,crop,N_applied_kg_per_ha,N2O_N_direct,N2O_N_indirect,Total_N2O_N,N2O_gas_kg_per_ha,CO2e_kg_per_ha
671,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
672,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
673,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
674,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
675,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
676,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
677,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
678,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
679,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
680,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
681,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
682,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
683,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
684,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
685,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
686,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
687,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
688,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
689,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
690,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
691,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
692,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
693,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
694,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
695,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
696,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
697,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
698,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
699,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
700,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
701,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
702,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
703,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
704,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
705,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
706,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
707,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
708,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
709,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
710,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
711,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
712,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
713,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
714,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
715,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
716,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
717,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
718,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
719,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
720,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
721,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
722,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
723,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
724,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
725,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
726,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
727,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
728,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
729,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
730,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
731,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
732,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
733,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
734,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
735,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
736,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
737,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
738,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
739,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
740,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
741,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
742,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
743,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
744,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
745,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
746,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
747,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
748,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
749,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
750,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
751,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
752,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
753,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
754,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
755,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
756,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
757,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
758,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
759,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
760,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
761,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
762,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
763,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
764,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
765,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
766,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
767,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
768,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
769,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
770,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
771,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
772,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
773,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
774,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
775,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
776,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
777,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
778,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
779,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
780,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
781,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
782,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
783,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
784,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
785,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
786,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
787,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
788,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
789,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
790,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
791,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
792,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
793,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
794,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
795,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
796,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
797,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
798,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
799,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
800,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
801,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
802,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
803,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
804,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
805,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
806,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
807,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
808,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
809,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
810,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
811,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
812,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
813,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
814,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
815,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
816,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
817,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
818,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
819,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
820,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
821,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
822,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
823,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
824,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
825,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
826,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
827,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
828,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
829,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
830,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
831,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
832,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
833,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
834,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
835,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
836,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
837,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
838,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
839,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
840,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
841,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
842,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
843,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
844,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
845,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
846,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
847,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
848,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
849,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
850,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
851,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
852,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
853,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
854,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
855,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
856,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
857,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
858,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
859,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
860,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
861,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
862,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
863,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
864,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
865,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
866,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
867,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
868,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
869,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
870,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
871,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
872,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
873,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
874,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
875,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
876,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
877,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
878,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
879,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
880,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
881,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
882,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
883,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
884,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
885,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
886,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
887,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
888,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
889,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
890,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
891,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
892,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
893,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
894,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
895,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
896,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
897,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
898,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
899,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
900,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
901,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
902,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
903,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
904,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
905,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
906,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
907,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
908,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
909,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
910,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
911,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
912,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
913,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
914,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
915,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
916,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
917,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
918,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
919,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
920,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
921,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
922,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
923,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
924,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
925,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
926,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
927,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
928,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
929,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
930,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
931,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
932,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
933,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
934,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
935,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
936,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
937,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
938,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
939,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
940,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
941,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
942,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
943,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
944,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
945,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
946,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
947,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
948,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
949,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
950,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
951,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
952,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
953,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
954,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
955,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
956,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
957,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
958,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
959,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
960,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
961,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
962,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
963,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
964,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
965,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
966,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
967,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
968,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
969,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
970,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
971,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
972,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
973,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
